ID,Salary,DOJ,DOL,Designation,JobCity,Gender,10percentage,10board,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Dyear,12gyear,gyear,12GradAge,GradAge
249853,180000,2012-05-01,2013-06-01 00:00:00,electrical project engineer,Jowai,m,66.5,cbse,65.5,cbse,272,2,M.Tech./M.E.,EL,68.0,272,1.0,Punjab,465,475,565,0.649389714846691,455.0,300.0,407.0,407.0,433.0,356.0,348.0,0.51,-0.2793,-1.0697,0.1798,-1.0774,1989,1970,1970,19,19
1029318,310000,2013-12-01,present,software engineer,Chennai,f,81.4,cbse,79.6,cbse,37,2,B.Tech/B.E.,EC,72.4,37,1.0,Delhi,595,565,570,0.868736585485218,455.0,333.0,407.0,407.0,433.0,420.0,348.0,0.2718,0.2124,-0.9122,-1.5021,0.0973,1990,1970,1970,20,20
1112003,120000,2014-12-01,present,system engineer,New Delhi,m,68.66,state board,61.8,state,8159,2,B.Tech/B.E.,CS,65.72,8159,1.0,Uttar Pradesh,430,350,450,0.486747008438193,455.0,333.0,376.0,407.0,433.0,356.0,348.0,0.1282,1.0449,0.6248,1.794,1.247,1989,1970,1970,19,19
391116,350000,2012-08-01,present,project engineer,Bangalore,m,65.56,up board,55.54,state,356,2,B.Tech/B.E.,CS,72.39,356,1.0,Karnataka,405,525,525,0.843123726665742,515.0,333.0,407.0,407.0,433.0,356.0,348.0,-0.1082,-0.0842,-0.2714,-0.1727,-0.6035,1991,1970,1970,21,21
801764,335000,2013-11-01,present,software engineer,,m,86.7,state board,90.2,state,14382,2,B.Tech/B.E.,EC,84.3,14382,1.0,Telangana,660,640,560,0.338786347219528,455.0,292.0,407.0,407.0,433.0,356.0,348.0,-0.5899,-0.4536,-0.1437,1.5404,0.0973,1992,1970,1970,22,22
287020,445000,2011-03-01,present,software developer,,m,63.2,mp board,68.89,state,547,2,MCA,CS,76.2,547,1.0,Madhya Pradesh,495,505,505,0.916869961103619,555.0,333.0,407.0,407.0,433.0,356.0,348.0,0.0464,-0.1232,-0.1988,-1.1128,-0.2875,1985,1970,1970,15,15
337754,385000,2012-09-01,present,test engineer,"Kochi/Cochin, Chennai and Coimbatore",m,93.6,,74.0,,3076,2,MCA,CS,68.0,3076,1.0,Tamil Nadu,605,465,395,0.704090412131314,465.0,333.0,407.0,407.0,433.0,356.0,348.0,0.9737,1.1248,1.8331,-0.52527,0.7788,1989,1970,1970,19,19
604570,180000,2013-08-01,present,database administrator,New Delhi,m,62.2,bihar board,68.2,state,272,2,B.Tech/B.E.,EC,60.12,272,1.0,Punjab,545,450,340,0.694479327708463,465.0,366.0,407.0,407.0,433.0,356.0,348.0,0.2718,0.5454,0.9322,0.653,-0.0943,1992,1970,1970,22,22
1204743,300000,2015-02-01,2015-04-01 00:00:00,.net developer,New Delhi,m,68.2,state board,67.4,state,12833,2,B.Tech/B.E.,CS,66.0,12833,1.0,Rajasthan,440,400,355,0.356536487724475,295.0,333.0,346.0,407.0,433.0,356.0,348.0,0.7027,0.0459,0.7785,1.6672,-0.0943,1993,1970,1970,23,23
407934,440000,2012-07-01,present,senior design engineer,KOLKATA,m,84.4,,84.4,,3801,2,B.Tech/B.E.,ME,88.6,3801,1.0,Karnataka,515,425,535,0.958682016566051,455.0,333.0,407.0,538.0,433.0,356.0,348.0,1.59199999999999,0.3448,-0.9245,-1.5828,-0.643,1990,1970,1970,20,20
1224920,425000,2014-09-01,present,automation engineer,Bangalore,m,76.0,icse,79.0,icse,893,2,B.Tech/B.E.,CS,68.66,893,1.0,Uttar Pradesh,545,605,680,0.953899775079926,475.0,333.0,530.0,407.0,433.0,356.0,348.0,-0.3027,1.3779,1.547,0.7798,1.0554,1991,1970,1970,21,21
961030,180000,2014-05-01,2015-04-01 00:00:00,telecom engineer,Delhi,m,77.85,state board,64.8,cbse,2037,2,B.Tech/B.E.,EC,66.6,2037,1.0,Haryana,450,440,595,0.649389714846691,455.0,356.0,407.0,407.0,433.0,420.0,348.0,0.8463,0.2124,-0.7585,1.9207,0.6721,1991,1970,1970,21,21
1266709,195000,2015-04-01,present,software developer,Bangalore,m,73.0,state board,66.0,state,987,2,B.Tech/B.E.,CS,70.0,987,1.0,Orissa,315,530,380,0.356536487724475,275.0,333.0,346.0,407.0,433.0,356.0,348.0,1.9953,0.8784,0.4711,-1.6289,0.4805,1992,1970,1970,22,22
230778,325000,2012-02-01,2013-03-01 00:00:00,programmer analyst,Pune,f,78.0,maharashtra state(latur board),82.0,state,974,2,B.Tech/B.E.,CS,71.0,974,1.0,Maharashtra,524,525,445,0.704090412131314,465.0,333.0,407.0,407.0,433.0,356.0,348.0,-0.2628,0.8128,0.8171,-1.1128,-0.1295,1990,1970,1970,20,20
1077576,450000,2014-02-01,present,hardware engineer,Bangalore,m,83.3,state board,82.3,state,904,2,B.Tech/B.E.,EC,70.1,904,1.0,Karnataka,630,510,535,0.493596387301038,465.0,324.0,407.0,407.0,433.0,356.0,348.0,-0.0154,-0.6201,0.3174,-1.5021,-1.8189,1991,1970,1970,21,21
670672,280000,2014-01-01,2014-07-01 00:00:00,java developer,Gurgaon,m,66.6,cbse,58.2,cbse,7564,2,B.Tech/B.E.,CS,66.7,7564,1.0,Haryana,465,525,470,0.864685413370085,525.0,333.0,407.0,407.0,433.0,356.0,348.0,-0.3027,0.0459,0.9322,0.9066,1.247,1990,1970,1970,20,20
342610,475000,2012-07-01,present,senior systems engineer,Bangalore,m,72.0,,68.0,,2563,2,B.Tech/B.E.,CS,68.0,2563,1.0,Uttarakhand,485,385,365,0.635978756456794,445.0,333.0,407.0,407.0,433.0,356.0,348.0,1.4374,1.1248,-0.4891,0.17983,0.3444,1990,1970,1970,20,20
927081,250000,2014-07-01,present,software developer,New Delhi,m,83.0,cbse,76.0,cbse,10971,2,B.Tech/B.E.,CS,65.0,10971,1.0,Uttar Pradesh,545,385,470,0.23780283983757,135.0,333.0,315.0,407.0,433.0,356.0,348.0,-0.8772,0.7119,1.0859,-0.995,1.0554,1991,1970,1970,21,21
628369,240000,2013-04-01,2014-12-01 00:00:00,software developer,Dehradun,m,69.0,uttarakhand board,66.0,state,5683,2,MCA,CS,70.0,5683,1.0,Uttarakhand,430,520,590,0.0800552813405495,595.0,333.0,253.0,407.0,433.0,356.0,348.0,0.2718,1.0449,1.2396,-0.6147,0.4805,1990,1970,1970,20,20
265225,200000,2011-07-01,2013-02-01 00:00:00,software developer,Noida,f,56.78,rajasthan board,48.34,state,6351,2,B.Tech/B.E.,CS,66.34,6351,1.0,Rajasthan,335,454,525,0.190153405601018,315.0,333.0,407.0,407.0,433.0,356.0,348.0,-0.5719,0.0328,-0.1988,-1.1128,0.6603,1990,1970,1970,20,20
326418,180000,2014-03-01,present,technical recruiter,Bhopal,m,78.4,mpboard,81.5,state,3879,2,B.Tech/B.E.,EC,71.8,3879,1.0,Madhya Pradesh,375,425,475,0.538386892985096,455.0,333.0,407.0,407.0,433.0,260.0,348.0,-0.2628,0.6178,0.3817,1.58992999999999,-0.2875,1991,1970,1970,21,21
1089064,120000,2014-08-01,2015-04-01 00:00:00,software developer,bhubaneswar,m,73.0,state board,54.2,state,7315,2,B.Tech/B.E.,CS,66.55,7315,1.0,Orissa,430,420,545,0.486747008438193,435.0,333.0,376.0,407.0,433.0,356.0,348.0,0.4155,1.3779,0.6248,0.3995,0.6721,1991,1970,1970,21,21
1297757,100000,2014-09-01,2015-02-01 00:00:00,seo,Bangalore,m,83.04,state board,72.6,state,708,2,M.Tech./M.E.,EC,64.95,708,1.0,Karnataka,535,375,375,0.279258511565122,415.0,333.0,407.0,407.0,433.0,292.0,348.0,1.4208,0.8784,-0.2974,0.7798,0.6721,1988,1970,1970,18,18
465319,360000,2012-07-01,present,software engineer,Hyderabad,m,91.0,ssc,92.7,state,8970,2,B.Tech/B.E.,EC,72.0,8970,1.0,Telangana,425,555,565,0.694479327708463,455.0,366.0,407.0,407.0,433.0,393.0,348.0,1.1283,1.5928,0.2366,0.2973,-0.0506,1991,1970,1970,21,21
435062,255000,2013-10-01,present,assistant engineer,Neemrana,m,71.1,rajasthan board,71.01,state,186,2,B.Tech/B.E.,ME,69.0,186,1.0,Haryana,475,455,575,0.714529363243447,455.0,333.0,407.0,435.0,433.0,356.0,348.0,0.2009,0.2668,0.163999999999999,0.4148,0.0284,1990,1970,1970,20,20
852303,300000,2013-09-01,present,java software engineer,Hyderabad,m,90.6,state board,94.3,state,11490,2,B.Tech/B.E.,EC,84.0,11490,1.0,Andhra Pradesh,520,460,620,0.493596387301038,455.0,324.0,407.0,407.0,433.0,356.0,348.0,0.99,0.5454,0.7785,-1.6289,0.6721,1992,1970,1970,22,22
359928,200000,2013-02-01,present,electronic field service engineer,Pune,m,76.53,,85.0,,8641,2,B.Tech/B.E.,EC,58.0,8641,1.0,Maharashtra,335,385,325,0.229481754911755,455.0,266.0,407.0,407.0,433.0,393.0,348.0,0.9737,-0.2012,0.0552,0.5323,-0.7615,1990,1970,1970,20,20
871997,335000,2014-10-01,present,programmer analyst,Chennai,m,86.4,cbse,82.8,cbse,347,2,B.Tech/B.E.,EL,70.0,347,1.0,Uttar Pradesh,590,500,530,0.649389714846691,345.0,356.0,407.0,407.0,433.0,356.0,348.0,0.8463,0.7119,0.9322,-0.3612,1.247,1992,1970,1970,22,22
954272,350000,2012-08-01,2013-08-01 00:00:00,entry level management trainee,Hyderabad,f,87.0,state board,91.0,state,9074,2,B.Tech/B.E.,EC,74.0,9074,1.0,Telangana,625,605,555,0.649389714846691,385.0,356.0,407.0,407.0,433.0,356.0,348.0,0.5591,1.0449,1.0859,-1.6289,0.6721,1990,1970,1970,20,20
295347,400000,2012-11-01,present,systems analyst,,m,78.8,cbse,53.8,state,2819,2,B.Tech/B.E.,CS,67.72,2819,1.0,Uttar Pradesh,505,435,515,0.245455659999829,335.0,333.0,407.0,407.0,433.0,356.0,348.0,0.3555,0.5008,0.672,-0.2902,-0.9194,1989,1970,1970,19,19
800561,300000,2013-07-01,2015-04-01 00:00:00,web developer,Lucknow,m,59.0,cbse,60.0,cbse,4501,2,B.Tech/B.E.,CS,67.0,4501,1.0,Uttar Pradesh,485,645,515,0.765673581234011,485.0,333.0,407.0,407.0,433.0,356.0,348.0,-1.1644,-0.6201,-1.527,-0.8682,-2.5853,1991,1970,1970,21,21
1068402,350000,2014-04-01,present,associate engineer,Bangalore,m,74.83,state board,87.4,state,15456,2,B.Tech/B.E.,CS,69.31,15456,1.0,Andhra Pradesh,395,530,545,0.622642915849938,395.0,333.0,407.0,407.0,433.0,356.0,348.0,0.2718,-0.7866,1.7007,-0.6147,0.8637,1993,1970,1970,23,23
616935,130000,2013-08-01,2014-12-01 00:00:00,marketing analyst,Chennai,m,80.0,state board,79.0,state,1136,2,B.Tech/B.E.,CS,75.0,1136,1.0,Tamil Nadu,415,365,310,0.0800552813405495,315.0,333.0,253.0,407.0,433.0,356.0,348.0,-1.1644,0.8784,1.3933,0.653,-0.6692,1992,1970,1970,22,22
479784,315000,2013-07-01,present,software quality assurance tester,Bangalore,f,91.0,,86.0,,4042,2,B.Tech/B.E.,CS,87.5,4042,1.0,Tamil Nadu,445,535,455,0.525922584252055,415.0,333.0,407.0,407.0,433.0,356.0,348.0,-1.3447,0.5008,0.672,0.6204,0.5024,1991,1970,1970,21,21
1063224,105000,2014-10-01,present,field service engineer,VIZAG,m,84.0,state board,89.5,state,3931,2,B.Tech/B.E.,ME,75.86,3931,1.0,Andhra Pradesh,570,445,405,0.725984147969479,325.0,333.0,407.0,438.0,433.0,356.0,348.0,1.2772,1.3779,0.3174,-2.136,0.2889,1992,1970,1970,22,22
451825,435000,2012-03-01,present,software engineer,Pune,m,59.3,upbhsie,60.4,state,348,2,B.Tech/B.E.,CS,67.1,348,1.0,Uttar Pradesh,495,635,405,0.600057182338341,435.0,333.0,407.0,407.0,433.0,356.0,348.0,1.4374,0.5008,1.3977,0.2973,-0.2875,1989,1970,1970,19,19
232381,120000,2011-08-01,2013-07-01 00:00:00,lecturer,,f,73.2,cbse,59.0,cbse,81,2,B.Tech/B.E.,CS,65.4,81,1.0,Uttar Pradesh,535,525,555,0.819416529835888,505.0,333.0,407.0,407.0,433.0,356.0,348.0,0.51,-1.3713,-1.0697,-1.1128,-0.1295,1989,1970,1970,19,19
309214,420000,2014-02-01,present,sap consultant,Noida,m,78.6,cbse,70.2,cbse,5904,2,B.Tech/B.E.,CS,73.04,5904,1.0,Uttar Pradesh,435,555,565,0.488347976782714,405.0,333.0,407.0,407.0,433.0,356.0,348.0,-0.4173,-0.7473,0.8171,-0.5253,-0.7615,1992,1970,1970,22,22
857260,180000,2014-01-01,present,technical support engineer,,m,82.4,cbse,72.4,cbse,14580,2,B.Tech/B.E.,EC,70.94,14580,1.0,Punjab,555,460,665,0.0531603052826837,455.0,196.0,407.0,407.0,433.0,356.0,348.0,-1.308,-0.7866,-0.9122,0.5262,-0.2859,1991,1970,1970,21,21
222887,360000,2012-10-01,present,software engineer,,m,86.33,rbse,86.8,cbse,1003,2,B.Tech/B.E.,CS,68.52,1003,1.0,Rajasthan,475,485,554,0.942116551485008,575.0,333.0,407.0,407.0,433.0,356.0,348.0,-0.4173,-1.9953,0.672,1.2374,-0.9194,1989,1970,1970,19,19
54579,195000,2010-04-01,2011-12-01 00:00:00,technical recruiter,,m,64.83,up board,56.6,state,2412,2,B.Tech/B.E.,EC,63.24,2412,1.0,Uttar Pradesh,454,455,615,0.538386892985096,235.0,333.0,407.0,407.0,433.0,356.0,348.0,0.2009,0.5008,0.8171,0.4148,0.3444,1986,1970,1970,16,16
1269203,120000,2013-07-01,2014-08-01 00:00:00,it executive,Kolkata,m,72.1,state board,77.2,state,1371,2,B.Tech/B.E.,CS,68.9,1371,1.0,West Bengal,405,565,475,0.486747008438193,445.0,333.0,376.0,407.0,433.0,356.0,348.0,1.3686,0.6009,0.7785,-1.2486,1.0031,1990,1970,1970,20,20
356739,350000,2014-01-01,2015-04-01 00:00:00,software engineer,Pune,m,88.0,cbse,77.2,cbse,4368,2,B.Tech/B.E.,EC,65.02,4368,1.0,Orissa,585,635,635,0.0587928000083534,455.0,200.0,407.0,407.0,433.0,356.0,348.0,0.3941,0.9688,1.1074,0.1798,0.0284,1990,1970,1970,20,20
1094255,320000,2015-02-01,2015-05-01 00:00:00,associate software engineer,pune,m,83.3,icse,81.0,icse,4971,2,B.Tech/B.E.,EC,71.72,4971,1.0,Uttar Pradesh,755,555,605,0.446198249677897,455.0,333.0,407.0,407.0,433.0,356.0,348.0,-0.159,0.3789,0.01,-0.7415,-0.8608,1991,1970,1970,21,21
669240,280000,2014-03-01,present,salesforce developer,Bangalore,m,61.1,state board,60.0,state,13808,2,B.Tech/B.E.,CS,65.62,13808,1.0,Uttar Pradesh,360,470,195,0.450876584483451,395.0,333.0,407.0,407.0,433.0,356.0,348.0,0.4155,-0.1206,0.3174,-0.2344,-0.6692,1992,1970,1970,22,22
336003,255000,2012-04-01,present,production engineer,Tirupathi,m,82.0,ssc,91.9,state,1141,2,B.Tech/B.E.,ME,63.0,1141,1.0,Andhra Pradesh,495,505,625,0.925140311588387,455.0,333.0,407.0,512.0,433.0,356.0,348.0,0.3555,0.3002,-0.824,-0.99527,-0.1295,1991,1970,1970,21,21
1111415,310000,2014-08-01,present,programmer analyst,Bangalore,f,85.0,cbse,83.0,cbse,15645,2,B.Tech/B.E.,CS,79.98,15645,1.0,Uttar Pradesh,580,520,500,0.622642915849938,585.0,333.0,407.0,407.0,433.0,356.0,348.0,0.4155,1.0449,1.2396,-0.6147,0.2889,1992,1970,1970,22,22
653103,200000,2014-02-01,present,software test engineer,Noida,m,74.0,state board,65.4,state,13473,2,B.Tech/B.E.,CS,68.0,13473,1.0,Uttar Pradesh,500,580,665,0.765673581234011,485.0,333.0,407.0,407.0,433.0,356.0,348.0,0.2718,0.5454,-0.4511,-0.7415,-0.2859,1991,1970,1970,21,21
609147,415000,2013-07-01,present,sales executive,Gurgaon,m,86.83,cbse,75.2,cbse,285,1,B.Tech/B.E.,EL,67.7,285,1.0,Punjab,685,510,705,0.124502074009537,365.0,233.0,407.0,407.0,433.0,356.0,348.0,-0.8772,0.8784,-0.2974,0.653,-0.0943,1991,1970,1970,21,21
1093783,100000,2014-08-01,2015-03-01 00:00:00,software tester,pune,m,76.5,state board,66.77,state,10991,2,B.Tech/B.E.,EC,69.1,10991,1.0,Rajasthan,360,495,430,0.493596387301038,455.0,324.0,407.0,407.0,433.0,548.0,348.0,-0.8772,-1.6191,-1.8344,0.3995,-1.244,1994,1970,1970,24,24
576137,200000,2013-08-01,2014-02-01 00:00:00,sql dba,Gurgaon,m,72.0,cbse,62.0,cbse,7376,2,B.Tech/B.E.,CS,68.8,7376,1.0,Uttar Pradesh,360,355,250,0.563267823666597,425.0,333.0,407.0,407.0,433.0,356.0,348.0,1.4208,0.3789,0.1637,0.3995,-0.6692,1991,1970,1970,21,21
693533,315000,2013-08-01,2015-02-01 00:00:00,hardware engineer,Mumbai,m,78.8,cbse,71.6,state,4971,2,B.Tech/B.E.,EC,73.0,4971,1.0,Uttar Pradesh,790,570,750,0.99526570569548,455.0,533.0,407.0,407.0,433.0,366.0,348.0,0.2718,1.2114,0.1637,-0.995,0.4805,1989,1970,1970,19,19
668714,220000,2012-09-01,2014-09-01 00:00:00,asp.net developer,New Delhi,m,70.8,cbse,73.0,cbse,8934,2,B.Tech/B.E.,CS,78.9,8934,1.0,Haryana,370,645,695,0.952245572924303,585.0,333.0,407.0,407.0,433.0,356.0,348.0,-1.0208,-1.1196,-0.7585,1.5404,-2.0105,1990,1970,1970,20,20
822635,200000,2015-02-01,present,application engineer,Noida,m,94.0,state board,86.0,state,272,2,B.Tech/B.E.,ME,82.0,272,1.0,Punjab,615,495,500,0.59828069148683,365.0,333.0,407.0,407.0,433.0,356.0,348.0,0.99,0.0459,-0.6048,-0.995,-0.2859,1991,1970,1970,21,21
1068625,180000,2015-01-01,2015-03-01 00:00:00,software developer,Mysore,m,80.3,state board,90.6,state,16441,2,B.Tech/B.E.,EC,72.6,16441,1.0,Andhra Pradesh,455,485,520,0.649389714846691,305.0,333.0,407.0,407.0,433.0,356.0,348.0,0.5591,0.8784,-0.6048,0.5262,0.0973,1993,1970,1970,23,23
247003,345000,2011-10-01,2014-11-01 00:00:00,software engineer,Mumbai,f,84.5,icse,82.66,icse,6570,2,B.Tech/B.E.,EC,78.7,6570,1.0,Orissa,545,445,525,0.229481754911755,465.0,266.0,407.0,407.0,433.0,356.0,348.0,1.1283,1.4368,-0.344,-0.2902,0.5024,1989,1970,1970,19,19
121686,415000,2011-06-01,present,senior software engineer,Chennai,m,93.4,state board,89.08,state,2460,2,B.Tech/B.E.,CS,80.27,2460,1.0,Tamil Nadu,465,385,625,0.600057182338341,435.0,333.0,407.0,407.0,433.0,356.0,348.0,0.9737,0.6568,0.8171,-0.9953,0.1864,1989,1970,1970,19,19
1008832,325000,2014-10-01,2015-04-01 00:00:00,sales engineer,Lucknow ,m,73.5,state board,71.0,state,6518,2,B.Tech/B.E.,ME,71.0,6518,1.0,Uttar Pradesh,570,545,500,0.829584599793067,455.0,333.0,407.0,469.0,433.0,356.0,348.0,0.99,0.8784,0.6248,-1.5021,0.6721,1992,1970,1970,22,22
1274688,175000,2015-03-01,present,junior engineer product support,noida,m,64.6,state board,62.2,state,13355,2,MCA,CS,78.0,13355,1.0,West Bengal,520,420,415,0.276047228046856,345.0,333.0,407.0,407.0,433.0,356.0,348.0,0.7027,1.3779,0.1637,0.9066,-0.2859,1992,1970,1970,22,22
608938,600000,2013-07-01,2014-06-01 00:00:00,manager,Gurgaon,m,86.4,cbse,93.6,cbse,10950,1,B.Tech/B.E.,ME,72.3,10950,1.0,Punjab,800,570,500,0.986525019020638,455.0,333.0,407.0,580.0,433.0,356.0,348.0,-2.0262,-1.1196,-0.7585,-0.2344,-0.4776,1991,1970,1970,21,21
604198,350000,2014-02-01,present,programmer analyst,,m,83.2,cbse,72.3,cbse,28,2,B.Tech/B.E.,CS,68.0,28,1.0,Delhi,545,620,515,0.960903087163164,595.0,333.0,407.0,407.0,433.0,356.0,348.0,0.4155,1.0449,1.3933,-0.4879,-0.0943,1990,1970,1970,20,20
33169,730000,2010-06-01,present,senior business analyst,Gurgaon,f,87.6,cbse,72.2,cbse,47,1,B.Tech/B.E.,EC,77.0,47,1.0,Delhi,465,605,465,0.229481754911755,445.0,266.0,407.0,407.0,433.0,356.0,348.0,-1.0355,-1.0593,-1.0697,0.4148,-0.4455,1988,1970,1970,18,18
276354,380000,2011-09-01,present,c# developer,mohali,f,81.0,cbse,77.0,cbse,10599,2,B.Tech/B.E.,CS,82.9,10599,1.0,Punjab,445,505,525,0.563267823666597,425.0,333.0,407.0,407.0,433.0,356.0,348.0,0.3555,-0.5913,-0.6343,-0.9953,0.0284,1990,1970,1970,20,20
204592,450000,2011-07-01,2015-04-01 00:00:00,system engineer,Bangalore,f,71.0,,74.0,,2756,1,M.Tech./M.E.,CS,88.0,2756,1.0,Uttar Pradesh,505,385,475,0.843123726665742,515.0,333.0,407.0,407.0,433.0,356.0,348.0,0.3555,-0.7473,-1.0697,-2.0529,-1.3934,1988,1970,1970,18,18
806655,180000,2014-06-01,present,mobile application developer,Gurgaon,f,58.0,state board,67.0,state,11759,2,MCA,CS,73.0,11759,1.0,Uttarakhand,535,425,485,0.842248322257836,465.0,333.0,469.0,407.0,433.0,356.0,348.0,0.7027,0.2124,0.1637,-0.995,0.0973,1991,1970,1970,21,21
510169,240000,2012-08-01,2014-09-01 00:00:00,software engineer,,m,85.0,icse,80.0,icse,4234,2,B.Tech/B.E.,CS,68.04,4234,1.0,Uttar Pradesh,650,485,720,0.111660963308207,455.0,333.0,407.0,407.0,433.0,356.0,348.0,0.8192,-0.4353,-1.2148,0.6498,-0.2875,1988,1970,1970,18,18
504451,85000,2012-12-01,2013-07-01 00:00:00,system engineer,Pune,m,66.0,,63.0,,8321,2,B.Tech/B.E.,CS,53.01,8321,1.0,Maharashtra,450,595,500,0.413838255788123,385.0,333.0,407.0,407.0,433.0,356.0,348.0,-0.4173,-0.2793,-0.1988,0.8848,0.3049,1988,1970,1970,18,18
692875,380000,2014-03-01,present,system engineer,Chennai,m,88.8,icse,93.0,icse,5216,2,B.Tech/B.E.,CS,88.0,5216,1.0,West Bengal,650,610,385,0.901489571371033,545.0,333.0,407.0,407.0,433.0,356.0,348.0,0.1282,0.3789,0.01,0.0192,-0.4776,1991,1970,1970,21,21
258509,555000,2011-09-01,present,project engineer,Hyderabad,m,84.1,,94.3,,961,2,B.Tech/B.E.,EC,71.14,961,1.0,Telangana,465,525,615,0.649389714846691,575.0,333.0,407.0,407.0,433.0,356.0,348.0,0.51,0.3448,-0.4891,-1.5828,0.5024,1987,1970,1970,17,17
1098954,105000,2012-06-01,2013-12-01 00:00:00,web developer,Aurangabad,m,84.93,state board,81.5,state,11603,2,B.Tech/B.E.,CS,65.18,11603,1.0,Maharashtra,640,520,465,0.649389714846691,455.0,333.0,407.0,407.0,433.0,356.0,348.0,-0.7335,1.2114,0.3174,-0.6147,0.6721,1989,1970,1970,19,19
669535,105000,2014-02-01,present,business analyst,Hyderabad,m,79.2,state board,69.7,state,7269,2,MCA,CS,69.06,7269,1.0,Telangana,265,375,325,0.649389714846691,455.0,333.0,407.0,407.0,433.0,356.0,348.0,-0.8772,-3.6171,0.01,0.653,-2.0105,1990,1970,1970,20,20
849071,325000,2014-02-01,present,systems engineer,Pune,m,86.0,cbse,72.8,cbse,47,1,B.Tech/B.E.,EC,65.89,47,1.0,Delhi,650,640,795,0.207392169717661,455.0,260.0,376.0,407.0,433.0,356.0,348.0,-0.4463,0.0459,0.3174,-0.3612,-1.0524,1989,1970,1970,19,19
549816,330000,2013-01-01,2015-04-01 00:00:00,junior software engineer,Ahmedabad ,f,85.0,ssc,84.17,state,4032,2,B.Tech/B.E.,EC,69.98,4032,1.0,Andhra Pradesh,495,615,494,0.910770164246022,465.0,433.0,407.0,407.0,433.0,356.0,348.0,0.5591,-0.2871,0.4711,-1.7556,-0.6692,1991,1970,1970,21,21
612621,240000,2014-12-01,2015-05-01 00:00:00,software test engineer,Chennai,m,73.0,cbse,79.0,state,12755,2,B.Tech/B.E.,EC,75.0,12755,1.0,Tamil Nadu,440,315,430,0.538386892985096,455.0,333.0,407.0,407.0,433.0,420.0,348.0,-0.4463,-1.9521,-0.4511,-0.4879,-1.4356,1992,1970,1970,22,22
283428,520000,2012-04-01,2015-04-01 00:00:00,java software engineer,Bangalore,m,78.0,cbse,63.0,cbse,374,2,B.Tech/B.E.,CS,68.1,374,1.0,Uttar Pradesh,454,535,464,0.765673581234011,485.0,333.0,407.0,407.0,433.0,356.0,348.0,-1.0355,0.8128,-1.2148,1.0024,1.6082,1990,1970,1970,20,20
1098761,100000,2013-08-01,2014-03-01 00:00:00,web developer,Lucknow,f,87.0,cbse,77.0,cbse,485,2,B.Tech/B.E.,CS,69.0,485,1.0,Uttar Pradesh,675,510,545,0.0800552813405495,465.0,333.0,253.0,407.0,433.0,356.0,348.0,0.8463,1.7109,0.4711,-1.5021,0.8637,1990,1970,1970,20,20
470584,420000,2012-07-01,2014-09-01 00:00:00,senior business analyst,,f,74.83,secondary board of rajasthan,68.67,state,12185,2,B.Tech/B.E.,CS,72.3,12185,1.0,Rajasthan,555,475,475,0.864685413370085,525.0,333.0,407.0,407.0,433.0,356.0,348.0,0.3555,0.2668,-0.2714,-0.2902,-0.1295,1992,1970,1970,22,22
1189528,200000,2014-12-01,2014-04-01 00:00:00,qa analyst,Hyderabad,m,92.83,state board,91.9,state,7096,2,B.Tech/B.E.,CS,78.15,7096,1.0,Andhra Pradesh,545,505,500,0.793580614548506,495.0,333.0,407.0,407.0,433.0,356.0,348.0,1.8517,1.0449,1.8543,-2.136,1.0554,1992,1970,1970,22,22
330914,335000,2013-05-01,2015-05-01 00:00:00,oracle dba,Bangalore,f,89.6,ssc,92.1,state,4381,2,B.Tech/B.E.,CS,73.78,4381,1.0,Telangana,505,385,525,0.635978756456794,445.0,333.0,407.0,407.0,433.0,356.0,348.0,-0.1082,-0.4353,-0.344,-0.76027,-0.0506,1991,1970,1970,21,21
342044,420000,2012-07-01,2014-07-01 00:00:00,systems engineer,,m,75.0,cbse,84.0,cbse,2563,2,B.Tech/B.E.,CS,83.86,2563,1.0,Uttarakhand,625,575,725,0.995464718630865,685.0,333.0,407.0,407.0,433.0,356.0,348.0,-0.4173,0.0328,-2.1219,-1.34787,0.1864,1989,1970,1970,19,19
351307,550000,2012-09-01,present,software developer,Pune,m,80.5,icse,68.4,cbse,11571,1,B.Tech/B.E.,CS,67.95,11571,1.0,Maharashtra,565,544,505,0.793580614548506,495.0,333.0,407.0,407.0,433.0,356.0,348.0,-0.1082,0.9688,-0.0537,0.7673,-0.2875,1990,1970,1970,20,20
223303,405000,2011-12-01,2015-04-01 00:00:00,engineer,,m,84.2,cbse,77.4,cbse,3395,1,B.Tech/B.E.,EC,78.9,3395,1.0,West Bengal,505,555,495,0.694479327708463,415.0,366.0,407.0,407.0,433.0,356.0,348.0,-1.8083,0.1888,-0.6343,1.2374,-0.2875,1989,1970,1970,19,19
